timestamp_utc,precio_mwh,pais,fuente
2026-06-12T08:00:00.000Z,85.95,Polonia,PSE
2026-06-12T04:00:00.000Z,119.33,Polonia,PSE
2026-06-12T16:00:00.000Z,114.08,Polonia,PSE
2026-06-12T21:00:00.000Z,109.03,Polonia,PSE
2026-06-11T20:00:00.000Z,143.62,Polonia,PSE
2026-06-11T12:00:00.000Z,94.42,Polonia,PSE
2026-06-11T04:00:00.000Z,129.8,Polonia,PSE
2026-06-11T05:00:00.000Z,141.4,Polonia,PSE
2026-06-12T22:00:00.000Z,101.37,Polonia,PSE
2026-06-12T05:00:00.000Z,129.52,Polonia,PSE
2026-06-11T15:00:00.000Z,107.97,Polonia,PSE
2026-06-12T12:00:00.000Z,62.36,Polonia,PSE
2026-06-12T07:00:00.000Z,107.36,Polonia,PSE
2026-06-12T11:00:00.000Z,69.36,Polonia,PSE
2026-06-11T01:00:00.000Z,120.7,Polonia,PSE
2026-06-12T18:00:00.000Z,148.04,Polonia,PSE
2026-06-11T10:00:00.000Z,101.81,Polonia,PSE
2026-06-11T19:00:00.000Z,179.24,Polonia,PSE
2026-06-11T14:00:00.000Z,99.28,Polonia,PSE
2026-06-11T02:00:00.000Z,118.83,Polonia,PSE
2026-06-11T23:00:00.000Z,112.97,Polonia,PSE
2026-06-12T06:00:00.000Z,120.36,Polonia,PSE
2026-06-12T00:00:00.000Z,80.23,Polonia,PSE
2026-06-11T09:00:00.000Z,102.0,Polonia,PSE
2026-06-11T18:00:00.000Z,172.51,Polonia,PSE
2026-06-12T20:00:00.000Z,128.01,Polonia,PSE
2026-06-11T13:00:00.000Z,100.37,Polonia,PSE
2026-06-11T22:00:00.000Z,124.85,Polonia,PSE
2026-06-12T01:00:00.000Z,103.59,Polonia,PSE
2026-06-12T13:00:00.000Z,77.98,Polonia,PSE
2026-06-11T00:00:00.000Z,92.73,Polonia,PSE
2026-06-12T17:00:00.000Z,129.66,Polonia,PSE
